id,date,store_nbr,family,sales,onpromotion
2988714,2017-08-09,18,BEVERAGES,1531.0,27
2988715,2017-08-09,18,BOOKS,0.0,0
2988716,2017-08-09,18,BREAD/BAKERY,468.0,7
2988717,2017-08-09,18,CELEBRATION,6.0,0
2988718,2017-08-09,18,CLEANING,451.0,17
2988719,2017-08-09,18,DAIRY,568.0,139
2988720,2017-08-09,18,DELI,183.979,6
2988721,2017-08-09,18,EGGS,138.0,1
2988722,2017-08-09,18,FROZEN FOODS,37.0,1
2988723,2017-08-09,18,GROCERY I,2238.125,60
2988724,2017-08-09,18,GROCERY II,11.0,0
2988725,2017-08-09,18,HARDWARE,1.0,0
2988726,2017-08-09,18,HOME AND KITCHEN I,15.0,0
2988727,2017-08-09,18,HOME AND KITCHEN II,13.0,1
2988728,2017-08-09,18,HOME APPLIANCES,0.0,0
2988729,2017-08-09,18,HOME CARE,136.0,8
2988730,2017-08-09,18,LADIESWEAR,9.0,0
2988731,2017-08-09,18,LAWN AND GARDEN,2.0,0
2988732,2017-08-09,18,LINGERIE,5.0,3
2988733,2017-08-09,18,"LIQUOR,WINE,BEER",63.0,3
2988734,2017-08-09,18,MAGAZINES,3.0,0
2988735,2017-08-09,18,MEATS,79.506,0
2988736,2017-08-09,18,PERSONAL CARE,129.0,9
2988737,2017-08-09,18,PET SUPPLIES,3.0,0
2988738,2017-08-09,18,PLAYERS AND ELECTRONICS,3.0,0
2988739,2017-08-09,18,POULTRY,134.292,0
2988740,2017-08-09,18,PREPARED FOODS,51.901,0
2988741,2017-08-09,18,PRODUCE,1065.354,6
2988742,2017-08-09,18,SCHOOL AND OFFICE SUPPLIES,35.0,8
2988743,2017-08-09,18,SEAFOOD,9.886,0
2988744,2017-08-09,19,AUTOMOTIVE,9.0,0
2988745,2017-08-09,19,BABY CARE,1.0,0
2988746,2017-08-09,19,BEAUTY,3.0,1
2988747,2017-08-09,19,BEVERAGES,2481.0,22
2988748,2017-08-09,19,BOOKS,0.0,0
2988749,2017-08-09,19,BREAD/BAKERY,131.0,6
2988750,2017-08-09,19,CELEBRATION,6.0,0
2988751,2017-08-09,19,CLEANING,645.0,17
2988752,2017-08-09,19,DAIRY,313.0,95
2988753,2017-08-09,19,DELI,216.0,6
2988754,2017-08-09,19,EGGS,40.0,1
2988755,2017-08-09,19,FROZEN FOODS,29.0,1
2988756,2017-08-09,19,GROCERY I,2918.0,53
2988757,2017-08-09,19,GROCERY II,17.0,0
2988758,2017-08-09,19,HARDWARE,1.0,0
2988759,2017-08-09,19,HOME AND KITCHEN I,10.0,0
2988760,2017-08-09,19,HOME AND KITCHEN II,14.0,0
2988761,2017-08-09,19,HOME APPLIANCES,0.0,0
2988762,2017-08-09,19,HOME CARE,141.0,7
2988763,2017-08-09,19,LADIESWEAR,9.0,0
2988764,2017-08-09,19,LAWN AND GARDEN,0.0,0
2988765,2017-08-09,19,LINGERIE,1.0,0
2988766,2017-08-09,19,"LIQUOR,WINE,BEER",19.0,1
2988767,2017-08-09,19,MAGAZINES,5.0,0
2988768,2017-08-09,19,MEATS,119.267,0
2988769,2017-08-09,19,PERSONAL CARE,146.0,7
2988770,2017-08-09,19,PET SUPPLIES,0.0,0
2988771,2017-08-09,19,PLAYERS AND ELECTRONICS,6.0,0
2988772,2017-08-09,19,POULTRY,78.859,0
2988773,2017-08-09,19,PREPARED FOODS,21.0,0
2988774,2017-08-09,19,PRODUCE,359.513,2
2988775,2017-08-09,19,SCHOOL AND OFFICE SUPPLIES,2.0,2
2988776,2017-08-09,19,SEAFOOD,5.0,0
2988777,2017-08-09,2,AUTOMOTIVE,10.0,0
2988778,2017-08-09,2,BABY CARE,0.0,0
2988779,2017-08-09,2,BEAUTY,10.0,1
2988780,2017-08-09,2,BEVERAGES,2324.0,9
2988781,2017-08-09,2,BOOKS,0.0,0
2988782,2017-08-09,2,BREAD/BAKERY,598.0,9
2988783,2017-08-09,2,CELEBRATION,10.0,0
2988784,2017-08-09,2,CLEANING,691.0,8
2988785,2017-08-09,2,DAIRY,726.0,23
2988786,2017-08-09,2,DELI,198.167,6
2988787,2017-08-09,2,EGGS,147.0,0
2988788,2017-08-09,2,FROZEN FOODS,99.0,1
2988789,2017-08-09,2,GROCERY I,3197.0,40
2988790,2017-08-09,2,GROCERY II,20.0,0
2988791,2017-08-09,2,HARDWARE,0.0,0
2988792,2017-08-09,2,HOME AND KITCHEN I,18.0,0
2988793,2017-08-09,2,HOME AND KITCHEN II,136.0,2
2988794,2017-08-09,2,HOME APPLIANCES,0.0,0
2988795,2017-08-09,2,HOME CARE,196.0,6
2988796,2017-08-09,2,LADIESWEAR,13.0,0
2988797,2017-08-09,2,LAWN AND GARDEN,14.0,8
2988798,2017-08-09,2,LINGERIE,7.0,0
2988799,2017-08-09,2,"LIQUOR,WINE,BEER",90.0,4
2988800,2017-08-09,2,MAGAZINES,14.0,0
2988801,2017-08-09,2,MEATS,401.509,0
2988802,2017-08-09,2,PERSONAL CARE,220.0,10
2988803,2017-08-09,2,PET SUPPLIES,13.0,0
2988804,2017-08-09,2,PLAYERS AND ELECTRONICS,8.0,0
2988805,2017-08-09,2,POULTRY,398.318,0
2988806,2017-08-09,2,PREPARED FOODS,109.417,0
2988807,2017-08-09,2,PRODUCE,2905.31,213
2988808,2017-08-09,2,SCHOOL AND OFFICE SUPPLIES,0.0,0
2988809,2017-08-09,2,SEAFOOD,42.032,0
2988810,2017-08-09,20,AUTOMOTIVE,9.0,0
2988811,2017-08-09,20,BABY CARE,0.0,0
2988812,2017-08-09,20,BEAUTY,6.0,1
2988813,2017-08-09,20,BEVERAGES,3045.0,32
2988814,2017-08-09,20,BOOKS,0.0,0
2988815,2017-08-09,20,BREAD/BAKERY,389.0,10
2988816,2017-08-09,20,CELEBRATION,7.0,0
2988817,2017-08-09,20,CLEANING,854.0,18
2988818,2017-08-09,20,DAIRY,653.0,148
2988819,2017-08-09,20,DELI,469.005,5
2988820,2017-08-09,20,EGGS,62.0,1
2988821,2017-08-09,20,FROZEN FOODS,55.081,1
2988822,2017-08-09,20,GROCERY I,4300.844,73
2988823,2017-08-09,20,GROCERY II,9.0,0
2988824,2017-08-09,20,HARDWARE,1.0,0
2988825,2017-08-09,20,HOME AND KITCHEN I,2.0,0
2988826,2017-08-09,20,HOME AND KITCHEN II,7.0,1
2988827,2017-08-09,20,HOME APPLIANCES,0.0,0
2988828,2017-08-09,20,HOME CARE,265.0,8
2988829,2017-08-09,20,LADIESWEAR,1.0,0
2988830,2017-08-09,20,LAWN AND GARDEN,1.0,0
2988831,2017-08-09,20,LINGERIE,5.0,0
2988832,2017-08-09,20,"LIQUOR,WINE,BEER",39.0,1
2988833,2017-08-09,20,MAGAZINES,0.0,0
2988834,2017-08-09,20,MEATS,244.255,0
2988835,2017-08-09,20,PERSONAL CARE,320.0,11
2988836,2017-08-09,20,PET SUPPLIES,9.0,0
2988837,2017-08-09,20,PLAYERS AND ELECTRONICS,11.0,0
2988838,2017-08-09,20,POULTRY,178.597,0
2988839,2017-08-09,20,PREPARED FOODS,54.138,0
2988840,2017-08-09,20,PRODUCE,829.829,6
2988841,2017-08-09,20,SCHOOL AND OFFICE SUPPLIES,79.0,7
2988842,2017-08-09,20,SEAFOOD,16.389,0
2988843,2017-08-09,21,AUTOMOTIVE,8.0,0
2988844,2017-08-09,21,BABY CARE,0.0,0
2988845,2017-08-09,21,BEAUTY,4.0,1
2988846,2017-08-09,21,BEVERAGES,2447.0,31
2988847,2017-08-09,21,BOOKS,0.0,0
2988848,2017-08-09,21,BREAD/BAKERY,350.0,9
2988849,2017-08-09,21,CELEBRATION,4.0,0
2988850,2017-08-09,21,CLEANING,873.0,22
2988851,2017-08-09,21,DAIRY,690.0,130
2988852,2017-08-09,21,DELI,216.625,6
2988853,2017-08-09,21,EGGS,284.0,1
2988854,2017-08-09,21,FROZEN FOODS,90.0,0
2988855,2017-08-09,21,GROCERY I,3061.906,69
2988856,2017-08-09,21,GROCERY II,17.0,0
2988857,2017-08-09,21,HARDWARE,0.0,0
2988858,2017-08-09,21,HOME AND KITCHEN I,35.0,1
2988859,2017-08-09,21,HOME AND KITCHEN II,28.0,2
2988860,2017-08-09,21,HOME APPLIANCES,0.0,0
2988861,2017-08-09,21,HOME CARE,243.0,10
2988862,2017-08-09,21,LADIESWEAR,2.0,0
2988863,2017-08-09,21,LAWN AND GARDEN,3.0,0
2988864,2017-08-09,21,LINGERIE,4.0,0
2988865,2017-08-09,21,"LIQUOR,WINE,BEER",99.0,3
2988866,2017-08-09,21,MAGAZINES,0.0,0
2988867,2017-08-09,21,MEATS,127.016,0
2988868,2017-08-09,21,PERSONAL CARE,196.0,8
2988869,2017-08-09,21,PET SUPPLIES,3.0,0
2988870,2017-08-09,21,PLAYERS AND ELECTRONICS,4.0,0
2988871,2017-08-09,21,POULTRY,149.26201,1
2988872,2017-08-09,21,PREPARED FOODS,139.95801,1
2988873,2017-08-09,21,PRODUCE,1093.844,5
2988874,2017-08-09,21,SCHOOL AND OFFICE SUPPLIES,0.0,0
2988875,2017-08-09,21,SEAFOOD,6.0,0
2988876,2017-08-09,22,AUTOMOTIVE,3.0,0
2988877,2017-08-09,22,BABY CARE,0.0,0
2988878,2017-08-09,22,BEAUTY,3.0,0
2988879,2017-08-09,22,BEVERAGES,1719.0,25
2988880,2017-08-09,22,BOOKS,0.0,0
2988881,2017-08-09,22,BREAD/BAKERY,130.0,7
2988882,2017-08-09,22,CELEBRATION,8.0,0
2988883,2017-08-09,22,CLEANING,898.0,18
2988884,2017-08-09,22,DAIRY,314.0,96
2988885,2017-08-09,22,DELI,144.0,5
2988886,2017-08-09,22,EGGS,28.0,1
2988887,2017-08-09,22,FROZEN FOODS,41.0,1
2988888,2017-08-09,22,GROCERY I,2733.0,68
2988889,2017-08-09,22,GROCERY II,11.0,0
2988890,2017-08-09,22,HARDWARE,1.0,0
2988891,2017-08-09,22,HOME AND KITCHEN I,24.0,1
2988892,2017-08-09,22,HOME AND KITCHEN II,33.0,2
2988893,2017-08-09,22,HOME APPLIANCES,0.0,0
2988894,2017-08-09,22,HOME CARE,163.0,8
2988895,2017-08-09,22,LADIESWEAR,0.0,0
2988896,2017-08-09,22,LAWN AND GARDEN,0.0,0
2988897,2017-08-09,22,LINGERIE,1.0,0
2988898,2017-08-09,22,"LIQUOR,WINE,BEER",42.0,3
2988899,2017-08-09,22,MAGAZINES,1.0,0
2988900,2017-08-09,22,MEATS,113.887,0
2988901,2017-08-09,22,PERSONAL CARE,172.0,6
2988902,2017-08-09,22,PET SUPPLIES,1.0,0
2988903,2017-08-09,22,PLAYERS AND ELECTRONICS,10.0,0
2988904,2017-08-09,22,POULTRY,193.754,0
2988905,2017-08-09,22,PREPARED FOODS,34.0,1
2988906,2017-08-09,22,PRODUCE,401.399,4
2988907,2017-08-09,22,SCHOOL AND OFFICE SUPPLIES,0.0,0
2988908,2017-08-09,22,SEAFOOD,1.0,0
